Province_State,Country_Region,EN.ATM.PM25.MC.ZS,EN.POP.DNST,IS.AIR.PSGR,NE.TRD.GNFS.ZS,NY.GDP.PCAP.PP.CD,SH.DTH.COMM.ZS,SH.DTH.NCOM.ZS,SH.DYN.NCOM.ZS,SH.STA.BASS.ZS,SH.TBS.CURE.ZS,SH.TBS.DTEC.ZS,SH.TBS.INCD,SH.XPD.CHEX.PP.CD,SH.XPD.OOPC.CH.ZS,SL.TLF.CACT.ZS,SM.POP.TOTL,SP.DYN.AMRT.FE,SP.DYN.AMRT.MA,SP.DYN.CDRT.IN,SP.DYN.LE00.IN,SP.DYN.TO65.FE.ZS,SP.DYN.TO65.MA.ZS,SP.POP.1564.TO.ZS,SP.POP.65UP.TO.ZS,SP.POP.TOTL,SP.URB.TOTL.IN.ZS,ST.INT.ARVL
Qinghai,China,99.99995516453741,146.05764223722602,436183969,39.453065524530004,14492.4244748065,3.9,89.0,17.4,75.0372785640484,94,87,66.0,703.49509727,35.08928609,69.8939971923828,978046,68.05199999999999,93.429,7.11,76.092,87.55389,83.30372,72.6382619611355,9.67614467934214,1371220000,55.5,56886000.0
Shaanxi,China,99.99995516453741,146.05764223722602,436183969,39.453065524530004,14492.4244748065,3.9,89.0,17.4,75.0372785640484,94,87,66.0,703.49509727,35.08928609,69.8939971923828,978046,68.05199999999999,93.429,7.11,76.092,87.55389,83.30372,72.6382619611355,9.67614467934214,1371220000,55.5,56886000.0
Shandong,China,99.99995516453741,146.05764223722602,436183969,39.453065524530004,14492.4244748065,3.9,89.0,17.4,75.0372785640484,94,87,66.0,703.49509727,35.08928609,69.8939971923828,978046,68.05199999999999,93.429,7.11,76.092,87.55389,83.30372,72.6382619611355,9.67614467934214,1371220000,55.5,56886000.0
Shanghai,China,99.99995516453741,146.05764223722602,436183969,39.453065524530004,14492.4244748065,3.9,89.0,17.4,75.0372785640484,94,87,66.0,703.49509727,35.08928609,69.8939971923828,978046,68.05199999999999,93.429,7.11,76.092,87.55389,83.30372,72.6382619611355,9.67614467934214,1371220000,55.5,56886000.0
Shanxi,China,99.99995516453741,146.05764223722602,436183969,39.453065524530004,14492.4244748065,3.9,89.0,17.4,75.0372785640484,94,87,66.0,703.49509727,35.08928609,69.8939971923828,978046,68.05199999999999,93.429,7.11,76.092,87.55389,83.30372,72.6382619611355,9.67614467934214,1371220000,55.5,56886000.0
Sichuan,China,99.99995516453741,146.05764223722602,436183969,39.453065524530004,14492.4244748065,3.9,89.0,17.4,75.0372785640484,94,87,66.0,703.49509727,35.08928609,69.8939971923828,978046,68.05199999999999,93.429,7.11,76.092,87.55389,83.30372,72.6382619611355,9.67614467934214,1371220000,55.5,56886000.0
Tianjin,China,99.99995516453741,146.05764223722602,436183969,39.453065524530004,14492.4244748065,3.9,89.0,17.4,75.0372785640484,94,87,66.0,703.49509727,35.08928609,69.8939971923828,978046,68.05199999999999,93.429,7.11,76.092,87.55389,83.30372,72.6382619611355,9.67614467934214,1371220000,55.5,56886000.0
Tibet,China,99.99995516453741,146.05764223722602,436183969,39.453065524530004,14492.4244748065,3.9,89.0,17.4,75.0372785640484,94,87,66.0,703.49509727,35.08928609,69.8939971923828,978046,68.05199999999999,93.429,7.11,76.092,87.55389,83.30372,72.6382619611355,9.67614467934214,1371220000,55.5,56886000.0
Xinjiang,China,99.99995516453741,146.05764223722602,436183969,39.453065524530004,14492.4244748065,3.9,89.0,17.4,75.0372785640484,94,87,66.0,703.49509727,35.08928609,69.8939971923828,978046,68.05199999999999,93.429,7.11,76.092,87.55389,83.30372,72.6382619611355,9.67614467934214,1371220000,55.5,56886000.0
Yunnan,China,99.99995516453741,146.05764223722602,436183969,39.453065524530004,14492.4244748065,3.9,89.0,17.4,75.0372785640484,94,87,66.0,703.49509727,35.08928609,69.8939971923828,978046,68.05199999999999,93.429,7.11,76.092,87.55389,83.30372,72.6382619611355,9.67614467934214,1371220000,55.5,56886000.0
Zhejiang,China,99.99995516453741,146.05764223722602,436183969,39.453065524530004,14492.4244748065,3.9,89.0,17.4,75.0372785640484,94,87,66.0,703.49509727,35.08928609,69.8939971923828,978046,68.05199999999999,93.429,7.11,76.092,87.55389,83.30372,72.6382619611355,9.67614467934214,1371220000,55.5,56886000.0
,Colombia,96.33815099584619,43.468857142857104,30909723,38.360764118445296,13800.5325071528,10.3,74.1,15.9,84.4391972018127,75,80,31.0,832.68954244,19.58344965,70.8239974975586,133134,89.3,190.835,5.942,74.2,84.55657,72.78449,68.674225223211,7.0390041845833,48228697,79.764,2978000.0
,Congo (Brazzaville),100.0,14.6285446559297,657927,165.64586294781,5919.7199738196205,57.4,33.3,17.0,15.0093285156156,71,52,379.0,201.49793181,32.4601177,69.4919967651367,392996,244.476,279.972,7.556,64.112,65.1322,59.60912,54.206281147110396,3.36590968779225,4995648,65.543,363000.0
,Congo (Kinshasa),100.0,33.6104713173507,476353,59.3324309643087,867.6336476942661,62.8,27.2,19.4,19.7136866282261,89,48,324.0,32.28092372,36.75993686,63.917999267578104,545694,235.692,284.355,10.187000000000001,59.205,60.570969999999996,54.72243,50.638215325538305,3.01772969742923,76196619,42.74,354000.0
,Costa Rica,99.97998602487421,94.160830395613,1525922,62.518296399044,15740.6004881475,6.5,83.1,11.6,97.1485496011427,85,80,11.0,1233.47479169,22.73607069,61.763999938964794,421697,59.535,111.80799999999999,4.882,79.634,89.83292,82.95548000000001,68.79030386126689,8.90106434224681,4807852,76.862,2660000.0
,Cote d'Ivoire,100.0,72.6681509433962,642893,71.96487784544729,3461.98919885265,53.5,36.3,29.3,29.9318380607918,80,61,159.0,181.66232354,36.01868035,57.880001068115206,2175399,377.06199999999995,415.85400000000004,12.539000000000001,53.053000000000004,46.55696,41.97265,54.4124120365899,2.8851020526151605,23108472,49.443999999999996,1441000.0
,Croatia,100.0,75.11801286633309,1782666,93.904974524731,23008.188721116203,2.0,92.8,17.2,97.4661284549188,10,87,13.0,1620.40044384,15.50610177,52.8899993896484,576883,56.191,132.062,12.9,77.2756097560976,90.68647,79.09476,66.2888667087188,18.883167580103603,4203604,56.155,12683000.0
,Cuba,99.9999999999811,110.18488752163,1294458,31.6137399148428,25710.016115156403,8.3,83.8,16.6,90.81850736631901,83,87,7.0,3135.22418635,9.64398217,54.2879981994629,13336,70.921,107.55799999999999,7.898,79.57,88.45286,83.23429,69.8065302834759,13.905339228117398,11461432,76.896,3506000.0
,Cyprus,100.0,125.647727272727,23405,128.823251636142,31578.3544277306,4.4,91.2,11.5,99.3696608636364,56,87,6.2,2147.98297097,44.34233575,62.632999420165994,196167,34.321999999999996,68.965,6.8420000000000005,80.344,93.58158,88.14533,70.2717950705651,12.832810070758901,1160985,66.946,2659000.0
,Czechia,99.8282838822608,136.589288952208,3378028,156.099863722896,33691.4242392608,5.1,90.1,15.5,99.13616018347669,69,87,5.5,2425.84898192,14.82839462,59.620998382568395,405093,52.943999999999996,112.133,10.5,78.57804878048779,90.8669,81.03392,66.874737475247,17.9945381648513,10546059,73.477,8707000.0
Faroe Islands,Denmark,75.1874411831808,135.353250773994,117222850,104.04821160936501,49058.4960789392,6.3,90.1,11.7,99.5972302049963,50,87,6.5,5021.7686948,13.67476666,62.0229988098145,572520,51.397,82.945,9.2,80.7024390243902,90.9804,85.97495,64.109395915935,19.04744409746,5683483,87.52600000000001,10424000.0
Greenland,Denmark,75.1874411831808,135.353250773994,117222850,104.04821160936501,49058.4960789392,6.3,90.1,11.7,99.5972302049963,50,87,6.5,5021.7686948,13.67476666,62.0229988098145,572520,51.397,82.945,9.2,80.7024390243902,90.9804,85.97495,64.109395915935,19.04744409746,5683483,87.52600000000001,10424000.0
,Denmark,75.1874411831808,135.353250773994,117222850,104.04821160936501,49058.4960789392,6.3,90.1,11.7,99.5972302049963,50,87,6.5,5021.7686948,13.67476666,62.0229988098145,572520,51.397,82.945,9.2,80.7024390243902,90.9804,85.97495,64.109395915935,19.04744409746,5683483,87.52600000000001,10424000.0
,Diamond Princess,100.0,16.7405040012764,5400896,59.695129120419395,14657.7828926501,15.3,75.0,14.4,87.4876863565245,90,80,74.0,1020.54641371,28.20843254,41.4620018005371,242391,84.44,107.191,4.773,75.86,85.06557,81.0472,65.4771996698998,5.869785075706151,39871528,70.848,1710000.0
,Djibouti,100.0,40.009232096634996,226549,107.516747251432,16054.6784594191,47.0,42.9,19.5,51.3780581532586,85,80,362.0,146.69876961,20.38418935,62.824001312255895,112351,228.30700000000002,275.191,8.365,62.26,64.24314,57.98556,63.892177603529795,4.10032628362306,927414,77.417,1528000.0
,Dominica,100.0,97.54933333333331,3496190,107.713771983673,10614.6748453728,7.9,85.5,16.4,77.8927614955628,88,87,11.0,577.61884232,31.17352857,46.957000732421896,6720,70.65,112.036,6.357,75.525,87.16133,80.28619,68.6982427447481,7.60962210944608,73162,69.579,75000.0
,Dominican Republic,99.9785982241453,217.934050921134,14463,53.9379181016125,14306.6222852352,16.8,71.1,19.1,82.6969817385066,80,80,53.0,860.58145566,42.85167309,63.5530014038086,415564,119.214,204.02,6.081,73.673,81.0507,70.5798,63.388480712253,6.65267656206635,10528394,78.566,5600000.0
,Ecuador,99.38916951782909,65.0038975680464,5677816,45.243877148583,11479.895625391699,14.7,72.5,13.4,86.1382159564663,77,80,39.0,983.06236249,43.86994206,66.5630035400391,387513,86.029,161.783,5.127000000000001,76.102,85.41346999999999,76.71084,64.2765204559262,6.704207931831089,16144368,63.398,1544000.0
,Egypt,100.0,94.2068129991461,11109554,34.845942960022896,10783.0653924773,10.5,83.7,28.2,93.1694798363426,85,58,15.0,496.97821179,61.95896546,48.3489990234375,491643,111.01799999999999,188.04,5.962999999999999,71.304,80.34685,70.10624,61.7999154430095,5.06322196171621,93778172,42.785,9139000.0
,El Salvador,100.0,304.656274131274,2597649,76.1186085640292,7496.810404929571,10.9,73.3,14.1,91.1250736675765,92,80,49.0,573.41805151,27.84884857,58.7809982299805,42045,103.00200000000001,261.317,6.691,73.267,83.7751,66.27786,63.7610776623697,7.93114843330939,6312478,69.7,1402000.0
,Equatorial Guinea,100.0,41.90335115864529,400758,98.8780591680756,29420.646974707597,53.2,36.0,22.0,74.53794938545171,43,63,172.0,767.68744963,72.0174482,62.65299987792971,10825,308.714,348.89300000000003,10.344000000000001,57.434,55.18062,49.93255,59.683730237393796,2.89146827135527,1175389,70.616,897000.0
,Eritrea,100.0,136.363338849053,53074,107.41585547563601,1547.2093249719298,43.8,44.4,24.2,11.257526749921901,90,61,70.0,50.63569127,59.87436473,80.55999755859379,15941,218.953,292.60900000000004,7.071000000000001,64.63600000000001,66.17926,56.92451,55.180413337176894,2.7892614633638595,7416802,40.1,114000.0
,Estonia,0.0,30.260110420980002,512389,150.682554425408,29212.948872562796,2.8,92.9,16.9,99.6088323567771,83,87,18.0,1860.32504763,22.77200698,62.1969985961914,202348,62.825,169.877,11.6,77.590243902439,89.81784,73.36052,65.0476955815349,18.8217933112906,1315407,68.416,2961000.0
,Eswatini,100.0,76.6866860465116,553322,99.73879373572781,8285.947662839351,54.7,35.8,26.6,58.0258356936934,80,80,404.0,627.27695684,11.37612927,51.9589996337891,31579,362.131,507.51099999999997,9.861,57.107,53.5015,37.63388,59.2440093372989,3.10945094468507,1319011,23.3,873000.0
,Ethiopia,100.0,99.87303299999999,7074779,39.6561241449515,1637.3341323227698,51.0,37.6,18.4,7.0789180703781405,84,71,192.0,64.90913139,38.37740162,80.4690017700195,1072949,198.692,250.15400000000002,6.997000000000001,65.03699999999999,68.87692,61.91884,54.908850119731504,3.4803979568739103,99873033,19.428,864000.0
,Fiji,99.978648421315,48.831362889983595,1336976,105.51147540983601,9053.98733136984,10.3,84.2,30.8,95.6770465627281,86,80,51.0,320.05397741,21.02604494,58.1279983520508,13751,137.366,234.35,6.992000000000001,70.117,78.01626,64.66633,65.42438538853929,5.83120084201182,892149,54.726000000000006,755000.0
,Finland,0.0,18.030110888091897,13035848,73.181489102271,42220.9576671019,1.2,93.4,10.5,99.44792463654659,36,87,5.6,4097.1309699,19.73217391,58.826000213623,315881,43.26,93.675,9.6,81.4804878048781,93.02422,84.4549,63.344975142129705,20.2644635154614,5479531,85.225,2622000.0
French Guiana,France,90.41211847337792,121.61905874666701,65039503,61.75169393458611,40833.2420664584,6.0,87.5,10.8,98.6520040281974,79,83,8.4,4666.18069528,9.76121411,55.577999114990206,7784418,49.376000000000005,101.499,8.9,82.3219512195122,92.41071,84.67227,62.796420527165004,18.9384456827407,66593366,79.655,84452000.0
French Polynesia,France,90.41211847337792,121.61905874666701,65039503,61.75169393458611,40833.2420664584,6.0,87.5,10.8,98.6520040281974,79,83,8.4,4666.18069528,9.76121411,55.577999114990206,7784418,49.376000000000005,101.499,8.9,82.3219512195122,92.41071,84.67227,62.796420527165004,18.9384456827407,66593366,79.655,84452000.0
Guadeloupe,France,90.41211847337792,121.61905874666701,65039503,61.75169393458611,40833.2420664584,6.0,87.5,10.8,98.6520040281974,79,83,8.4,4666.18069528,9.76121411,55.577999114990206,7784418,49.376000000000005,101.499,8.9,82.3219512195122,92.41071,84.67227,62.796420527165004,18.9384456827407,66593366,79.655,84452000.0
Martinique,France,90.41211847337792,121.61905874666701,65039503,61.75169393458611,40833.2420664584,6.0,87.5,10.8,98.6520040281974,79,83,8.4,4666.18069528,9.76121411,55.577999114990206,7784418,49.376000000000005,101.499,8.9,82.3219512195122,92.41071,84.67227,62.796420527165004,18.9384456827407,66593366,79.655,84452000.0
Mayotte,France,90.41211847337792,121.61905874666701,65039503,61.75169393458611,40833.2420664584,6.0,87.5,10.8,98.6520040281974,79,83,8.4,4666.18069528,9.76121411,55.577999114990206,7784418,49.376000000000005,101.499,8.9,82.3219512195122,92.41071,84.67227,62.796420527165004,18.9384456827407,66593366,79.655,84452000.0
New Caledonia,France,90.41211847337792,121.61905874666701,65039503,61.75169393458611,40833.2420664584,6.0,87.5,10.8,98.6520040281974,79,83,8.4,4666.18069528,9.76121411,55.577999114990206,7784418,49.376000000000005,101.499,8.9,82.3219512195122,92.41071,84.67227,62.796420527165004,18.9384456827407,66593366,79.655,84452000.0
Reunion,France,90.41211847337792,121.61905874666701,65039503,61.75169393458611,40833.2420664584,6.0,87.5,10.8,98.6520040281974,79,83,8.4,4666.18069528,9.76121411,55.577999114990206,7784418,49.376000000000005,101.499,8.9,82.3219512195122,92.41071,84.67227,62.796420527165004,18.9384456827407,66593366,79.655,84452000.0
Saint Barthelemy,France,90.41211847337792,121.61905874666701,65039503,61.75169393458611,40833.2420664584,6.0,87.5,10.8,98.6520040281974,79,83,8.4,4666.18069528,9.76121411,55.577999114990206,7784418,49.376000000000005,101.499,8.9,82.3219512195122,92.41071,84.67227,62.796420527165004,18.9384456827407,66593366,79.655,84452000.0
St Martin,France,90.41211847337792,121.61905874666701,65039503,61.75169393458611,40833.2420664584,6.0,87.5,10.8,98.6520040281974,79,83,8.4,4666.18069528,9.76121411,55.577999114990206,7784418,49.376000000000005,101.499,8.9,82.3219512195122,92.41071,84.67227,62.796420527165004,18.9384456827407,66593366,79.655,84452000.0
,France,90.41211847337792,121.61905874666701,65039503,61.75169393458611,40833.2420664584,6.0,87.5,10.8,98.6520040281974,79,83,8.4,4666.18069528,9.76121411,55.577999114990206,7784418,49.376000000000005,101.499,8.9,82.3219512195122,92.41071,84.67227,62.796420527165004,18.9384456827407,66593366,79.655,84452000.0
,Gabon,100.0,7.49087980750572,137331,73.9497814588281,17981.2211992834,49.9,41.0,14.8,40.930385991297605,50,55,537.0,480.29498807,25.90465861,51.323001861572294,268384,219.393,257.632,7.818,65.685,68.24473,62.606680000000004,59.723911044335395,4.51466835908661,1930175,88.118,363000.0
,Gambia,100.0,195.414031620553,3036,48.07995630601479,1668.81520289648,55.2,33.9,20.6,41.6937609285644,82,74,174.0,79.50438266,23.472134399999998,59.478000640869105,192540,234.236,289.177,8.202,60.95399999999999,62.7792,55.799769999999995,52.0011731450907,2.32940093750474,1977590,59.228,135000.0
,Georgia,100.0,65.0320165156234,232263,107.00818348110901,9617.54167640981,2.8,93.4,24.9,84.8767172511691,84,80,99.0,717.12690154,57.32433505,68.120002746582,168802,78.84899999999999,226.521,13.252,73.096,86.82378,67.30714,66.6707326084822,14.6154749408076,3725276,57.448,5256000.0
,Germany,95.95259593987079,234.153668555637,117222850,85.7119710317955,47979.48420293519,4.9,91.1,12.5,99.21912409874349,65,87,8.0,5328.89937894,12.69157315,60.2789993286133,12005690,50.173,92.46,11.3,80.64146341463409,92.12171,85.40467,65.7636764592908,21.117563222766897,81686611,77.2,34970000.0
,Ghana,100.0,121.221855497934,390457,75.5863939908231,4083.47235200702,48.4,41.8,20.9,14.2795059315063,85,33,160.0,251.45427608,35.80306196,67.370002746582,399471,224.959,264.306,8.314,62.448,64.44729,58.997440000000005,57.817392934537004,3.38640126765859,27582821,54.086000000000006,897000.0
,Greece,99.99999999997841,83.947889837083,11237054,63.05516077507521,26902.525319841003,9.8,86.9,12.3,98.963963960248,72,87,4.5,2180.174112,36.15921171,53.0880012512207,1242514,42.075,93.01100000000001,11.2,81.0365853658537,93.31577,85.65969,65.5062044251101,19.9478329084134,10820883,78.046,23599000.0
,Grenada,100.0,314.185294117647,1466527,114.72139936923901,13626.112944793798,13.0,80.7,21.7,78.30225646911221,80,87,5.4,660.79867575,57.83307325,59.3289985656738,7057,97.554,185.046,7.129,73.531,83.81447,72.18969,66.3593046441309,7.15669846381397,106823,35.997,155000.0
,Guatemala,100.0,151.665070921986,93129,51.306263694826896,7788.497234972509,24.8,59.2,14.9,67.36292035139171,87,80,26.0,428.35127036,57.82038639,61.426998138427706,76352,113.667,213.958,4.861000000000001,73.15,81.46964,70.28863,59.2610003095537,4.50732010581311,16252429,49.971000000000004,1865000.0
,Guinea,100.0,49.2085829399316,122590,72.4427259419684,1877.8526049873801,57.9,33.3,22.6,21.9522720308296,80,57,177.0,108.77923127,49.3524036,64.7620010375977,228413,249.967,275.775,9.582,59.419,59.678419999999996,56.03017,54.294860709556,3.0549558935165604,12091533,35.141,35000.0
,Guinea-Bissau,100.0,62.9632290184922,476353,59.781536752122896,1544.8272647985098,64.2,28.2,19.8,21.4660037496657,79,32,373.0,100.42428486,33.85702596,72.6940002441406,22333,244.5,296.077,10.780999999999999,57.0,58.522009999999995,51.42892,55.42940346541079,2.8768851742363597,1770526,42.123000000000005,43800.0
,Guyana,99.9998086271857,3.90405892811786,967629,100.267980958315,7558.051741735279,20.2,67.1,30.6,86.164053044025,68,80,93.0,333.99140653,40.50667218,57.1440010070801,15384,170.683,248.06099999999998,8.164,66.536,71.59629,61.975469999999994,65.1419492683282,5.03321995435347,768514,26.441,207000.0
,Haiti,100.0,388.645174165457,3036,70.5516896261956,1763.48524892758,31.3,56.6,26.7,30.5437907368745,80,78,194.0,94.46340136,41.73006958,67.14199829101561,39529,212.628,274.619,8.655,63.055,66.1565,58.16778000000001,61.6277603124471,4.63087643698416,10711061,52.427,516000.0
,Holy See,100.0,16.7405040012764,5400896,59.695129120419395,14657.7828926501,15.3,75.0,14.4,87.4876863565245,90,80,74.0,1020.54641371,28.20843254,41.4620018005371,242391,84.44,107.191,4.773,75.86,85.06557,81.0472,65.4771996698998,5.869785075706151,39871528,70.848,1710000.0
,Honduras,99.9988766711252,80.0860577352757,276689,107.26440535424,4613.12416074233,14.6,65.3,14.0,79.77644697244921,86,80,41.0,356.43595736,49.151778799999995,65.6949996948242,28070,120.104,172.935,4.806,73.376,80.68469,73.19868000000001,62.59444299182589,4.414468795242049,8960829,55.165,880000.0
,Hungary,100.0,108.726698332045,20043787,169.838228404571,26356.313736880602,2.0,93.5,23.3,97.98953148110729,71,87,10.0,1859.51808242,28.877461800000003,54.8120002746582,449632,85.926,177.627,13.4,75.56829268292691,86.33516,71.58703,68.0632466009296,17.495688080192803,9843028,70.5,4929000.0
,Iceland,11.9849547773209,3.29990024937656,4134980,96.72450276061409,48728.0993642438,4.5,89.9,9.3,98.7774415584416,100,87,2.4,3971.07389193,17.63640536,77.0189971923828,37522,43.185,67.533,6.6,82.4682926829268,93.44655,90.27377,65.9729350811372,13.714143827424,330815,93.7,1289000.0
,India,100.0,440.28601602992103,98927860,41.9229138658408,6139.0334461886405,27.0,61.7,23.5,44.1511227474094,72,59,217.0,221.76340841,64.66441011,52.2080001831055,5240960,141.252,214.641,7.303,68.30199999999999,74.26744000000001,66.40889,65.7060455215147,5.636245344137759,1309053980,32.777,13284000.0
,Indonesia,96.14237249541401,142.507390274734,90095131,41.9376402415299,11072.537890253101,21.5,72.5,26.5,67.8866081615617,85,39,325.0,331.6426852,40.65642904,66.62899780273439,328846,145.664,205.46400000000003,7.096,69.025,76.20152,66.87147,67.04622339374791,5.09506791959051,258162113,53.313,10407000.0
,Iran,100.0,48.724481814386394,13873256,39.017300702637,17622.6946229441,8.2,81.2,15.1,88.2898219273923,87,80,16.0,1329.56422159,40.93178035,42.79600143432621,2726420,62.013000000000005,101.71,4.546,75.73,88.1426,83.50619,71.33326437374309,5.03463014283166,79360487,73.358,5237000.0
,Iraq,100.0,83.19124394203651,2142554,76.7579150579151,15740.862377265501,17.0,53.4,21.6,85.65929850091,91,52,43.0,493.71787059,76.46998127,42.528999328613295,353881,129.796,196.03900000000002,5.096,69.672,78.10854,68.40153000000001,56.265094391630605,3.07380603903865,36115649,69.921,9139000.0
,Ireland,2.7181908341195298,68.2531136594571,115928738,215.437678678111,68959.5517470824,5.2,90.5,10.5,92.17795166464649,57,87,7.2,5132.81259724,13.57957241,61.952999114990206,746260,44.687,84.68799999999999,6.4,81.45365853658541,92.6974,88.14851,65.0349236730142,13.229869022130801,4701957,62.538000000000004,9528000.0
,Israel,100.0,387.250462107209,6331198,59.4022318153743,35514.5449573587,10.0,85.8,9.7,100.0,83,87,4.0,2750.4843101,22.67203172,64.1309967041016,2011727,39.687,72.987,5.3,82.05121951219509,93.3102,88.80072,60.917085609396295,11.2237054356556,8380100,92.179,2799000.0
,Italy,96.75457393751259,206.468287210172,28603919,56.931306335616796,36836.4263441635,4.7,91.5,9.8,99.2814443535047,65,87,6.7,3288.74548908,23.13747938,48.3660011291504,5788875,50.173,92.46,10.7,82.54390243902441,94.08739,88.99374,63.9104186439777,22.362870715773898,60730582,69.565,50732000.0
,Jamaica,100.0,265.18319482917803,92836,76.10510996411371,8651.27909117857,11.0,80.0,14.8,85.3737138329285,23,80,4.5,487.78067423,18.87343839,65.44000244140629,23167,100.029,164.46200000000002,6.928,75.836,84.67371999999999,77.00868,67.2429449980396,9.303173401617169,2871934,54.833,2123000.0
,Japan,88.66865041622489,348.751920122888,114128000,35.5964012573268,40446.879187729,12.8,81.9,8.6,100.0,53,87,16.0,4397.89123348,12.94767104,59.9900016784668,2043877,37.102,69.979,10.3,83.79390243902441,94.03203,88.18294,60.99341482104649,26.0153646622021,127141000,91.381,19737000.0
,Jordan,100.0,103.16852894796101,3065145,98.0769067392572,9068.30427510183,11.1,77.9,19.4,96.70805801896921,85,80,5.8,568.22455458,25.14934289,39.308998107910206,3112026,92.476,127.40799999999999,3.8289999999999997,74.182,84.36768000000001,78.29796,60.2096207767797,3.76298324916025,9159302,90.256,3761000.0
,Kazakhstan,92.6415526035327,6.49805756195133,5081632,53.049728807265204,25123.3157364321,5.0,85.4,28.6,97.80530796767891,91,99,80.0,764.40208971,31.60665337,70.9179992675781,3546778,119.634,297.51,7.46,72.0,80.96095,58.26368000000001,66.470157605379,6.753908584553339,17542806,57.191,6430000.0
,Kenya,100.0,82.99585163580142,4569473,44.2113177762908,3028.68920843956,65.2,25.4,13.3,29.8446798143212,87,45,380.0,147.6614074,28.81699948,66.318000793457,1084357,183.125,264.091,5.841,66.695,71.77074,62.050290000000004,56.0747391109021,2.58038639342713,47236259,25.658,1114000.0
,"Korea, South",100.0,523.5255477448819,66093149,83.7121215269455,35760.734442377005,9.7,79.7,8.3,99.8875371411673,84,94,79.0,2502.25111027,33.99995998,62.4609985351563,1327324,37.943000000000005,88.887,5.4,82.0243902439024,94.20414,86.5523,73.1299307806579,12.965465911520699,51014947,81.634,13232000.0
,Kosovo,100.0,165.500137779002,2597649,72.32371932845459,9784.85188142857,10.9,73.3,14.1,91.1250736675765,92,80,49.0,573.41805151,27.84884857,58.7809982299805,42045,103.00200000000001,261.317,7.0,71.34634146341459,83.7751,66.27786,63.7610776623697,7.93114843330939,1801800,69.7,1402000.0
